timestamp,class,confidence,filename
20251125_210848,No Helmet,0.63,violation_20251125_210848_0.jpg
20251125_210848,No Helmet,0.61,violation_20251125_210848_1.jpg
20251125_210848,No Helmet,0.70,violation_20251125_210848_2.jpg
20251125_210848,No Helmet,0.65,violation_20251125_210848_3.jpg
20251125_210848,No Helmet,0.81,violation_20251125_210848_4.jpg
20251125_210848,No Helmet,0.50,violation_20251125_210848_5.jpg
20251125_210849,No Helmet,0.85,violation_20251125_210849_6.jpg
20251125_210849,No Helmet,0.63,violation_20251125_210849_7.jpg
20251125_210849,No Helmet,0.69,violation_20251125_210849_8.jpg
20251125_210849,No Helmet,0.64,violation_20251125_210849_9.jpg
20251125_210849,No Helmet,0.74,violation_20251125_210849_10.jpg
20251125_210849,No Helmet,0.46,violation_20251125_210849_11.jpg
20251125_210850,No Helmet,0.76,violation_20251125_210850_12.jpg
20251125_210850,No Helmet,0.71,violation_20251125_210850_13.jpg
20251125_210850,No Helmet,0.79,violation_20251125_210850_14.jpg
20251125_210850,No Helmet,0.73,violation_20251125_210850_15.jpg
20251125_210850,No Helmet,0.78,violation_20251125_210850_16.jpg
20251125_210850,No Helmet,0.74,violation_20251125_210850_17.jpg
20251125_210851,No Helmet,0.80,violation_20251125_210851_18.jpg
20251125_210851,No Helmet,0.79,violation_20251125_210851_19.jpg
20251125_210851,No Helmet,0.80,violation_20251125_210851_20.jpg
20251125_210851,No Helmet,0.76,violation_20251125_210851_21.jpg
20251125_210851,No Helmet,0.80,violation_20251125_210851_22.jpg
20251125_210851,No Helmet,0.79,violation_20251125_210851_23.jpg
20251125_210852,No Helmet,0.74,violation_20251125_210852_24.jpg
20251125_210852,No Helmet,0.72,violation_20251125_210852_25.jpg
20251125_210852,No Helmet,0.82,violation_20251125_210852_26.jpg
20251125_210852,No Helmet,0.75,violation_20251125_210852_27.jpg
20251125_210852,No Helmet,0.87,violation_20251125_210852_28.jpg
20251125_210853,No Helmet,0.78,violation_20251125_210853_29.jpg
20251125_210853,No Helmet,0.85,violation_20251125_210853_30.jpg
20251125_210853,No Helmet,0.80,violation_20251125_210853_31.jpg
20251125_210853,No Helmet,0.87,violation_20251125_210853_32.jpg
20251125_210853,No Helmet,0.83,violation_20251125_210853_33.jpg
20251125_210853,No Helmet,0.83,violation_20251125_210853_34.jpg
20251125_210854,No Helmet,0.61,violation_20251125_210854_35.jpg
20251125_210854,No Helmet,0.82,violation_20251125_210854_36.jpg
20251125_210854,No Helmet,0.68,violation_20251125_210854_37.jpg
20251125_210854,No Helmet,0.83,violation_20251125_210854_38.jpg
20251125_210854,No Helmet,0.61,violation_20251125_210854_39.jpg
20251125_210855,No Helmet,0.79,violation_20251125_210855_40.jpg
20251125_210855,No Helmet,0.76,violation_20251125_210855_41.jpg
20251125_211030,No Helmet,0.25,violation_20251125_211030_0.jpg
20251125_211031,No Helmet,0.30,violation_20251125_211031_1.jpg
20251125_211036,No Helmet,0.33,violation_20251125_211036_2.jpg
20251125_211036,No Helmet,0.36,violation_20251125_211036_3.jpg
20251125_211037,No Helmet,0.33,violation_20251125_211037_4.jpg
20251125_211038,No Helmet,0.46,violation_20251125_211038_5.jpg
20251125_211039,No Helmet,0.45,violation_20251125_211039_6.jpg
20251125_211039,No Helmet,0.63,violation_20251125_211039_7.jpg
20251125_211039,No Helmet,0.71,violation_20251125_211039_8.jpg
20251125_211051,No Helmet,0.29,violation_20251125_211051_9.jpg
20251125_211051,No Helmet,0.62,violation_20251125_211051_10.jpg
20251125_211051,No Helmet,0.83,violation_20251125_211051_11.jpg
20251125_211051,No Helmet,0.83,violation_20251125_211051_12.jpg
20251125_211051,No Helmet,0.82,violation_20251125_211051_13.jpg
20251125_211052,No Helmet,0.79,violation_20251125_211052_14.jpg
20251125_211052,No Helmet,0.86,violation_20251125_211052_15.jpg
20251125_211052,No Helmet,0.85,violation_20251125_211052_16.jpg
20251125_211052,No Helmet,0.80,violation_20251125_211052_17.jpg
20251125_211052,No Helmet,0.61,violation_20251125_211052_18.jpg
20251125_211054,No Helmet,0.35,violation_20251125_211054_19.jpg
20251125_211055,No Helmet,0.54,violation_20251125_211055_20.jpg
20251125_211055,No Helmet,0.74,violation_20251125_211055_21.jpg
20251125_211055,No Helmet,0.70,violation_20251125_211055_22.jpg
20251125_211056,No Helmet,0.71,violation_20251125_211056_23.jpg
20251125_211056,No Helmet,0.55,violation_20251125_211056_24.jpg
20251125_211056,No Helmet,0.42,violation_20251125_211056_25.jpg
20251125_211057,No Helmet,0.61,violation_20251125_211057_26.jpg
20251125_211057,No Helmet,0.90,violation_20251125_211057_27.jpg
20251125_211057,No Helmet,0.88,violation_20251125_211057_28.jpg
20251125_211057,No Helmet,0.88,violation_20251125_211057_29.jpg
20251125_211057,No Helmet,0.83,violation_20251125_211057_30.jpg
20251125_211059,No Helmet,0.52,violation_20251125_211059_31.jpg
20251125_211059,No Helmet,0.40,violation_20251125_211059_32.jpg
20251125_211106,No Helmet,0.29,violation_20251125_211106_33.jpg
20251125_211106,No Helmet,0.55,violation_20251125_211106_34.jpg
20251125_211106,No Helmet,0.31,violation_20251125_211106_35.jpg
20251125_211106,No Helmet,0.38,violation_20251125_211106_36.jpg
20251125_211107,No Helmet,0.54,violation_20251125_211107_37.jpg
20251125_211113,No Helmet,0.36,violation_20251125_211113_38.jpg
20251125_211113,No Helmet,0.48,violation_20251125_211113_39.jpg
20251125_211117,No Helmet,0.63,violation_20251125_211117_40.jpg
20251125_211117,No Helmet,0.57,violation_20251125_211117_41.jpg
20251125_211118,No Helmet,0.36,violation_20251125_211118_42.jpg
20251125_211118,No Helmet,0.26,violation_20251125_211118_43.jpg
20251125_211118,No Helmet,0.43,violation_20251125_211118_44.jpg
20251125_211118,No Helmet,0.28,violation_20251125_211118_45.jpg
20251125_211119,No Helmet,0.29,violation_20251125_211119_46.jpg
20251125_211119,No Helmet,0.32,violation_20251125_211119_47.jpg
20251125_211123,No Helmet,0.62,violation_20251125_211123_48.jpg
20251125_211123,No Helmet,0.66,violation_20251125_211123_49.jpg
20251125_211123,No Helmet,0.45,violation_20251125_211123_50.jpg
20251125_211123,No Helmet,0.36,violation_20251125_211123_51.jpg
20251125_211124,No Helmet,0.32,violation_20251125_211124_52.jpg
20251125_211124,No Helmet,0.51,violation_20251125_211124_53.jpg
20251125_211125,No Helmet,0.53,violation_20251125_211125_54.jpg
20251125_211125,No Helmet,0.44,violation_20251125_211125_55.jpg
20251125_211129,No Helmet,0.53,violation_20251125_211129_56.jpg
20251125_211129,No Helmet,0.43,violation_20251125_211129_57.jpg
20251125_211131,No Helmet,0.36,violation_20251125_211131_58.jpg
20251125_211139,No Helmet,0.67,violation_20251125_211139_59.jpg
20251125_211140,No Helmet,0.33,violation_20251125_211140_60.jpg
20251125_211140,No Helmet,0.38,violation_20251125_211140_61.jpg
20251125_211140,No Helmet,0.40,violation_20251125_211140_62.jpg
20251125_211141,No Helmet,0.37,violation_20251125_211141_63.jpg
20251125_211141,No Helmet,0.37,violation_20251125_211141_64.jpg
20251125_211141,No Helmet,0.62,violation_20251125_211141_65.jpg
20251125_211141,No Helmet,0.80,violation_20251125_211141_66.jpg
20251125_211141,No Helmet,0.80,violation_20251125_211141_67.jpg
20251125_211142,No Helmet,0.83,violation_20251125_211142_68.jpg
20251125_211142,No Helmet,0.82,violation_20251125_211142_69.jpg
20251125_211142,No Helmet,0.81,violation_20251125_211142_70.jpg
20251125_211142,No Helmet,0.60,violation_20251125_211142_71.jpg
20251125_211142,No Helmet,0.62,violation_20251125_211142_72.jpg
20251125_211546,No Helmet,0.26,violation_20251125_211546_0.jpg
20251125_211547,No Helmet,0.25,violation_20251125_211547_1.jpg
20251125_211547,No Helmet,0.29,violation_20251125_211547_2.jpg
20251125_211547,No Helmet,0.28,violation_20251125_211547_3.jpg
20251125_211547,No Helmet,0.57,violation_20251125_211547_4.jpg
20251125_211548,No Helmet,0.41,violation_20251125_211548_5.jpg
20251125_211548,No Helmet,0.26,violation_20251125_211548_6.jpg
20251125_211549,No Helmet,0.33,violation_20251125_211549_7.jpg
20251125_211549,No Helmet,0.37,violation_20251125_211549_8.jpg
20251125_211549,No Helmet,0.45,violation_20251125_211549_9.jpg
20251125_211550,No Helmet,0.61,violation_20251125_211550_10.jpg
20251125_211550,No Helmet,0.58,violation_20251125_211550_11.jpg
20251125_211550,No Helmet,0.54,violation_20251125_211550_12.jpg
20251125_211550,No Helmet,0.52,violation_20251125_211550_13.jpg
20251125_211550,No Helmet,0.55,violation_20251125_211550_14.jpg
20251125_211551,No Helmet,0.49,violation_20251125_211551_15.jpg
20251125_211551,No Helmet,0.52,violation_20251125_211551_16.jpg
20251125_211551,No Helmet,0.51,violation_20251125_211551_17.jpg
20251125_211551,No Helmet,0.45,violation_20251125_211551_18.jpg
20251125_211551,No Helmet,0.49,violation_20251125_211551_19.jpg
20251125_211552,No Helmet,0.55,violation_20251125_211552_20.jpg
20251125_211552,No Helmet,0.54,violation_20251125_211552_21.jpg
20251125_211552,No Helmet,0.57,violation_20251125_211552_22.jpg
20251125_211552,No Helmet,0.58,violation_20251125_211552_23.jpg
20251125_211552,No Helmet,0.50,violation_20251125_211552_24.jpg
20251125_211553,No Helmet,0.53,violation_20251125_211553_25.jpg
20251125_211553,No Helmet,0.48,violation_20251125_211553_26.jpg
20251125_211553,No Helmet,0.47,violation_20251125_211553_27.jpg
20251125_211553,No Helmet,0.32,violation_20251125_211553_28.jpg
20251125_211554,No Helmet,0.32,violation_20251125_211554_29.jpg
20251125_211554,No Helmet,0.44,violation_20251125_211554_30.jpg
20251125_211554,No Helmet,0.30,violation_20251125_211554_31.jpg
20251125_211554,No Helmet,0.35,violation_20251125_211554_32.jpg
20251125_211555,No Helmet,0.33,violation_20251125_211555_33.jpg
20251125_211556,No Helmet,0.27,violation_20251125_211556_34.jpg
20251125_211556,No Helmet,0.33,violation_20251125_211556_35.jpg
20251125_211556,No Helmet,0.26,violation_20251125_211556_36.jpg
20251125_211557,No Helmet,0.33,violation_20251125_211557_37.jpg
20251125_211557,No Helmet,0.47,violation_20251125_211557_38.jpg
20251125_211557,No Helmet,0.36,violation_20251125_211557_39.jpg
20251125_211558,No Helmet,0.56,violation_20251125_211558_40.jpg
20251125_211605,No Helmet,0.45,violation_20251125_211605_41.jpg
20251125_211605,No Helmet,0.61,violation_20251125_211605_42.jpg
20251125_211609,No Helmet,0.55,violation_20251125_211609_43.jpg
20251125_211611,No Helmet,0.60,violation_20251125_211611_44.jpg
20251125_211611,No Helmet,0.65,violation_20251125_211611_45.jpg
20251125_211611,No Helmet,0.67,violation_20251125_211611_46.jpg
20251125_211612,No Helmet,0.51,violation_20251125_211612_47.jpg
20251125_211612,No Helmet,0.57,violation_20251125_211612_48.jpg
20251125_211613,No Helmet,0.58,violation_20251125_211613_49.jpg
20251125_211613,No Helmet,0.78,violation_20251125_211613_50.jpg
20251125_211614,No Helmet,0.61,violation_20251125_211614_51.jpg
20251125_211614,No Helmet,0.76,violation_20251125_211614_52.jpg
20251125_211615,No Helmet,0.65,violation_20251125_211615_53.jpg
